window 60,b,c,d,window 120,b,c,d,C_60_train,C_120_train
63,5,2,65,80,19,7,86,60,47
17,11,2,19,21,7,1,23,25,28
1,2,0,1,4,5,1,5,0,3
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,3,1,2,7,6,1,8,0,3
31,18,4,34,34,13,3,37,17,21
85,18,6,91,99,47,21,120,47,35
191,131,73,265,185,137,83,268,29,31
262,296,204,467,274,230,156,431,14,19
357,208,163,520,357,197,150,507,25,25
422,73,65,487,415,70,60,475,40,40
409,21,20,429,427,39,37,464,50,46
431,43,40,471,420,85,77,497,45,41
367,250,216,583,367,247,207,574,24,24
267,432,336,602,274,408,310,583,7,8
215,385,250,465,220,357,235,455,6,7
184,184,89,273,167,214,116,283,14,15
94,57,18,112,97,79,30,127,26,21
21,15,3,23,31,18,4,35,15,15
1,1,0,1,3,4,1,4,0,3
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,11,14
0,0,0,0,0,0,0,0,31,26
0,0,0,0,0,0,0,0,26,25
0,0,0,0,0,0,0,0,15,19
2,2,0,2,8,11,2,10,17,16
35,33,6,41,45,29,6,51,23,26
112,41,12,124,100,35,9,109,44,43
160,14,6,167,178,21,9,187,61,55
281,18,13,294,276,20,15,291,54,55
405,49,41,446,396,44,37,433,44,45
461,52,46,508,447,44,38,486,44,45
432,18,17,449,436,24,23,459,53,51
398,10,10,407,391,11,10,402,57,57
333,6,6,339,349,9,8,357,62,59
299,11,8,307,284,8,6,290,60,62
229,9,6,235,224,9,6,230,61,62
120,5,2,122,119,4,2,121,72,73
40,3,0,40,48,7,1,49,75,64
21,13,2,23,19,8,1,20,25,32
1,2,0,1,4,6,1,5,0,4
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,6,1,3,8,20,3,12,0,2
42,73,14,55,52,73,17,69,10,11
134,146,46,180,136,138,48,183,24,21
199,295,162,361,178,338,194,372,20,18
212,512,342,555,238,428,294,531,12,16
291,458,379,669,239,568,463,701,16,11
196,740,673,869,216,692,629,844,3,5
179,799,761,940,217,704,663,880,0,6
255,619,585,840,241,651,611,852,10,8
213,695,617,830,243,616,536,778,4,9
184,687,537,721,198,651,504,702,4,5
160,635,400,560,157,634,400,557,3,3
113,590,272,384,118,557,259,377,0,1
77,361,105,182,73,343,118,191,4,3
26,65,11,37,31,121,27,59,5,3
1,2,0,1,4,11,2,6,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,5,1,2,8,23,4,12,0,0
36,140,28,63,39,175,44,83,0,0
85,442,144,229,80,415,154,234,0,0
112,634,319,432,121,593,301,423,0,1
160,661,446,605,148,682,458,607,3,2
164,747,609,773,170,726,589,760,1,2
190,757,685,874,183,766,687,870,3,2
195,777,740,934,186,789,744,929,2,2
167,831,785,951,171,818,765,936,0,0
160,812,719,879,159,809,711,870,0,0
148,777,605,753,147,774,599,746,0,0
131,718,456,586,129,715,452,581,0,0
108,612,279,388,110,570,274,384,1,2
83,305,92,175,74,320,114,188,10,7
27,51,9,36,34,89,20,55,7,6
1,2,0,1,4,10,2,6,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
2,5,1,2,8,24,4,12,0,0
35,145,29,64,38,181,46,84,0,0
83,458,149,232,78,430,160,238,0,0
106,663,332,438,107,642,329,436,0,0
128,752,505,633,127,747,500,627,0,0
144,803,650,794,144,798,642,786,0,0
155,836,753,908,154,831,744,898,0,0
162,846,801,964,161,843,792,953,0,0
163,842,793,956,162,839,784,946,0,0
159,818,724,884,162,807,710,872,0,1
161,751,585,747,156,757,587,743,2,2
138,706,445,584,136,703,441,578,1,1
103,640,290,394,106,604,284,389,0,1
76,366,108,183,69,359,125,194,6,4
26,59,10,36,32,114,26,58,6,4
1,2,0,1,4,9,2,6,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,4,1,2,8,15,3,11,0,1
37,107,22,59,39,155,41,81,3,2
85,427,142,228,80,402,154,234,2,2
106,660,331,438,107,638,329,435,0,0
132,744,499,630,156,681,448,604,0,3
234,606,486,721,203,670,535,738,9,6
306,532,477,783,284,568,508,792,14,12
282,614,583,865,238,694,651,889,10,7
160,847,796,957,171,822,766,937,0,1
154,830,735,889,153,829,727,880,0,0
141,804,625,766,140,799,618,759,0,0
121,760,477,598,120,756,474,594,0,0
95,683,306,402,97,649,302,399,0,1
69,376,113,182,63,371,131,194,17,14
20,37,7,27,27,110,26,54,23,14
1,2,0,1,3,8,1,4,0,4
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,4,1,2,8,19,3,11,0,1
37,111,22,59,41,151,39,80,3,2
89,408,136,225,82,393,150,232,3,2
109,648,325,434,109,624,322,431,0,1
126,753,502,628,126,746,497,623,0,0
144,802,644,788,142,800,638,780,0,0
156,829,745,901,154,828,737,892,0,0
163,840,794,958,161,840,786,947,0,0
163,837,787,950,162,835,778,940,0,0
190,748,664,854,202,712,631,834,3,5
239,568,440,679,206,635,491,697,10,7
173,580,369,542,198,475,309,507,8,14
165,249,121,286,138,281,154,292,28,33
72,72,21,93,85,83,27,112,47,35
23,38,7,29,21,25,4,26,11,21
0,1,0,1,4,8,1,5,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,4,1,2,8,17,3,11,0,1
35,121,24,60,39,161,42,81,1,1
86,427,140,226,80,400,151,231,0,1
110,639,320,430,109,621,319,428,0,0
130,739,491,621,142,703,464,606,0,2
173,732,587,760,191,667,522,714,3,7
254,589,526,780,269,572,505,774,13,12
279,614,581,860,306,524,492,798,10,15
273,610,574,847,296,565,526,822,10,12
292,424,382,674,318,352,317,635,24,28
291,252,181,472,258,407,296,554,35,23
160,608,377,537,189,408,251,440,7,23
131,307,144,275,119,342,179,299,28,25
85,151,44,129,80,119,37,118,25,26
24,48,8,33,30,41,8,38,5,11
0,1,0,1,4,7,1,5,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,3,0,2,7,8,1,8,0,2
35,45,8,44,43,79,21,64,11,9
99,280,98,197,106,200,72,178,11,16
201,236,104,305,183,298,148,331,24,19
259,306,210,469,274,241,164,439,24,28
308,358,294,602,289,414,332,621,22,18
248,624,563,810,270,546,496,766,7,12
214,702,663,877,230,669,628,858,5,6
206,712,667,873,206,709,658,864,3,3
193,709,623,815,188,712,621,809,1,1
201,607,470,671,205,586,456,661,4,4
219,403,254,473,203,421,276,479,10,9
176,220,105,282,169,230,117,286,15,15
91,72,21,112,93,91,33,127,24,18
18,13,2,20,29,25,5,34,12,11
0,1,0,0,3,4,1,3,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,11,13
0,0,0,0,0,0,0,0,27,24
0,0,0,0,0,0,0,0,29,28
0,0,0,0,0,0,0,0,17,17
1,2,0,1,5,5,1,5,0,8
26,18,4,29,35,24,6,41,14,12
94,41,12,106,90,31,9,99,27,30
163,22,10,173,162,29,12,174,45,42
232,19,13,244,227,18,12,239,51,51
304,20,16,320,306,43,37,342,51,48
333,251,231,565,317,167,153,471,28,39
275,221,205,481,267,160,148,415,41,48
172,3,3,175,187,14,13,200,77,74
151,2,1,152,141,1,1,142,76,78
140,2,1,142,120,1,1,121,74,78
56,0,0,56,66,0,0,67,86,84
30,0,0,30,36,0,0,36,88,83
23,1,0,23,20,1,0,20,75,74
7,0,0,7,11,1,0,11,62,65
0,0,0,0,1,0,0,1,68,64
0,0,0,0,0,0,0,0,72,70
0,0,0,0,0,0,0,0,48,41
0,0,0,0,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2
1,2,0,1,6,6,1,7,6,7
26,15,3,29,34,13,3,37,24,26
101,34,12,113,110,43,16,126,43,35
198,58,26,224,171,39,17,188,40,48
178,6,4,181,215,43,29,244,68,56
250,214,182,432,275,142,121,395,45,49
350,339,301,651,342,323,291,633,24,27
325,478,451,775,340,324,305,645,16,29
317,231,219,536,312,346,320,632,41,29
270,438,374,644,267,386,324,591,21,26
251,460,366,618,250,410,331,581,13,18
246,100,67,314,232,171,122,354,42,36
164,47,19,183,158,57,27,185,44,44
82,49,13,95,86,44,13,99,35,32
18,23,4,22,26,19,3,29,21,25
0,0,0,0,3,3,1,3,25,25
0,0,0,0,0,0,0,0,33,29
0,0,0,0,0,0,0,0,19,18
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,2,0,1,5,6,1,6,0,2
27,21,4,31,38,43,11,49,14,10
101,144,49,150,99,157,62,161,16,13
190,228,105,295,190,194,90,280,14,17
250,250,176,426,245,265,176,420,23,21
300,269,205,505,320,207,158,478,27,31
400,59,52,452,363,190,170,533,46,36
303,436,413,716,302,441,415,718,23,22
179,788,735,914,202,738,680,883,1,3
166,783,683,850,164,784,678,842,1,0
154,748,572,726,151,748,569,720,1,0
129,703,433,562,128,694,429,557,0,0
105,588,257,362,106,545,253,360,0,1
76,282,80,156,69,295,101,170,6,4
20,43,7,27,29,78,17,46,4,4
0,1,0,0,2,7,1,4,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,3,0,1,6,8,1,7,0,1
31,46,9,40,39,72,18,57,4,4
96,230,77,173,90,239,92,183,4,4
143,439,216,360,140,423,219,360,1,1
173,554,370,543,173,545,363,536,1,1
196,620,494,690,203,601,475,679,1,2
243,607,539,782,232,621,549,781,5,4
224,685,643,868,232,661,615,848,4,4
215,698,651,866,227,669,618,846,3,4
225,642,558,783,213,663,569,781,4,3
162,702,531,692,179,659,493,672,0,2
145,619,378,523,151,579,362,513,0,2
144,359,165,309,133,365,181,315,8,8
89,117,33,123,87,140,49,136,16,12
18,19,3,21,29,34,7,36,7,7
0,0,0,0,2,4,1,3,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,2,0,1,5,5,1,6,0,3
28,23,4,32,39,36,9,48,14,12
104,144,50,154,94,189,78,173,19,15
146,436,217,364,151,382,201,352,6,9
240,402,252,492,239,405,251,491,14,13
357,246,198,555,309,364,288,596,26,19
361,364,324,685,378,323,284,662,21,22
440,251,234,675,395,278,254,650,26,28
395,138,129,525,389,125,116,505,42,43
283,31,28,311,272,28,26,298,62,64
149,1,1,149,186,4,3,189,78,72
179,8,4,183,161,8,4,165,63,64
147,13,6,153,137,11,5,142,52,56
61,15,3,65,68,13,3,72,46,47
16,10,2,18,19,8,1,21,36,39
0,0,0,0,2,1,0,2,26,32
0,0,0,0,0,0,0,0,23,25
0,0,0,0,0,0,0,0,26,27
0,0,0,0,0,0,0,0,29,31
0,0,0,0,0,0,0,0,38,32
0,0,0,0,0,0,0,0,32,35
0,0,0,0,0,0,0,0,38,34
0,0,0,0,0,0,0,0,38,37
0,0,0,0,0,0,0,0,39,40
1,1,0,1,3,1,0,4,40,42
20,3,0,20,34,16,4,39,49,44
103,58,19,123,92,36,12,105,41,48
133,34,13,146,117,35,12,129,58,59
96,0,0,96,107,1,1,107,83,80
117,0,0,117,119,0,0,119,84,84
174,0,0,174,182,1,1,183,80,79
213,1,1,214,181,1,1,182,76,80
91,0,0,92,117,1,1,118,90,87
29,0,0,29,43,0,0,43,97,95
26,0,0,26,26,0,0,26,96,96
24,0,0,24,25,0,0,25,95,95
22,0,0,22,22,0,0,22,93,92
21,1,0,21,19,1,0,19,79,74
9,1,0,9,11,1,0,11,45,49
0,0,0,0,1,0,0,1,34,37
0,0,0,0,0,0,0,0,44,43
0,0,0,0,0,0,0,0,58,58
0,0,0,0,0,0,0,0,72,69
0,0,0,0,0,0,0,0,75,74
0,0,0,0,0,0,0,0,76,76
0,0,0,0,0,0,0,0,77,78
0,0,0,0,0,0,0,0,81,81
0,0,0,0,0,0,0,0,83,82
0,0,0,0,2,0,0,2,83,81
9,0,0,9,10,0,0,11,80,81
23,0,0,23,20,0,0,20,84,84
22,0,0,22,31,0,0,31,93,90
75,0,0,75,106,2,2,107,87,83
238,5,4,242,207,4,3,210,65,70
283,5,4,287,266,6,5,271,64,65
241,7,6,247,226,5,4,230,71,73
191,3,3,194,198,4,3,201,78,76
210,2,2,212,188,1,1,189,74,76
192,3,2,194,195,3,2,197,71,70
181,22,12,192,173,19,10,182,62,62
131,30,14,145,122,20,9,131,56,61
46,4,1,47,61,11,3,65,64,49
10,6,1,11,13,4,1,13,19,26
0,0,0,0,1,3,0,2,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,12,13
0,0,0,0,0,0,0,0,32,26
0,0,0,0,0,0,0,0,31,31
0,0,0,0,0,0,0,0,31,31
1,0,0,1,4,2,0,4,33,34
14,4,1,15,21,3,1,22,52,51
55,3,1,56,54,4,1,55,72,67
73,2,1,74,62,2,1,63,80,80
42,0,0,42,47,0,0,48,93,90
37,0,0,37,70,0,0,71,95,91
149,1,1,150,131,1,1,131,82,85
189,1,1,190,206,1,1,207,79,76
205,1,1,207,210,13,11,221,77,74
253,63,52,305,259,50,40,299,62,62
310,153,111,421,275,206,138,412,39,38
240,330,200,440,226,305,167,393,19,24
145,384,151,295,142,371,160,302,13,13
72,236,67,139,70,241,79,149,14,10
16,23,4,21,26,53,11,37,8,8
0,0,0,0,1,4,1,2,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,3,0,1,5,8,1,7,0,2
29,24,4,33,40,26,5,46,16,17
111,74,26,137,109,114,46,155,35,27
189,157,71,260,172,106,46,218,34,42
234,15,10,243,239,75,38,277,60,51
326,50,42,367,315,83,72,387,52,51
315,406,366,681,281,416,380,661,24,26
190,778,722,911,247,653,604,850,3,9
280,573,530,809,257,621,569,825,13,11
255,587,498,753,228,648,544,772,12,9
131,808,602,733,159,745,544,703,0,3
112,760,450,562,112,748,445,557,0,0
92,641,269,361,91,618,269,360,0,0
62,370,96,158,57,355,112,169,1,1
15,57,9,25,22,115,23,46,2,1
0,0,0,0,1,3,0,2,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,2,0,1,4,6,1,6,0,3
26,26,4,31,35,34,8,44,18,19
101,142,47,149,92,99,33,125,32,35
159,222,107,266,172,192,95,268,34,35
245,325,216,461,203,362,259,462,24,27
184,677,541,725,225,559,449,674,6,12
285,560,487,772,266,595,511,777,12,10
382,399,371,753,349,446,408,757,20,18
386,334,309,694,351,415,377,727,26,21
341,376,321,662,323,398,336,659,23,22
237,528,383,620,217,583,418,635,15,11
112,755,448,560,142,657,378,519,0,5
95,619,260,356,94,592,262,355,0,0
65,318,85,150,59,320,103,163,4,2
15,35,6,21,23,90,19,42,3,2
0,0,0,0,1,3,0,2,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,2,0,1,5,8,1,6,0,0
28,44,8,35,37,41,8,45,3,7
105,75,20,124,106,92,32,138,23,18
198,161,81,279,198,153,80,277,24,24
281,243,159,441,274,249,165,439,20,20
313,353,281,593,312,341,273,585,16,17
359,366,319,678,377,318,274,651,18,20
458,209,192,650,393,334,304,697,27,21
318,492,449,767,320,480,431,751,13,14
191,708,606,797,199,687,581,780,2,3
166,686,513,679,161,692,514,675,2,1
148,608,360,508,150,577,351,501,2,3
131,396,171,303,121,397,186,307,6,6
75,154,40,116,75,166,54,129,12,9
13,19,3,16,23,41,8,31,4,5
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,13,14
1,1,0,1,4,3,0,4,29,22
24,17,3,27,33,16,3,36,22,27
98,42,12,110,103,46,16,119,31,29
196,64,29,226,178,50,23,200,35,40
196,24,14,210,177,33,17,194,59,59
99,0,0,100,120,6,4,123,85,80
96,0,0,96,88,0,0,89,88,89
105,0,0,106,118,0,0,119,88,86
172,1,1,173,168,2,2,169,80,80
247,5,4,250,235,4,3,238,68,69
245,6,4,249,245,8,5,250,62,61
209,12,7,216,197,9,6,202,55,58
125,10,4,129,132,13,5,137,57,53
57,15,3,60,56,12,3,59,46,41
8,8,1,10,17,8,2,19,23,26
0,0,0,0,1,2,0,1,21,18
0,0,0,0,0,0,0,0,25,24
0,0,0,0,0,0,0,0,19,17
0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,8,8
0,0,0,0,0,0,0,0,9,8
1,2,0,1,3,4,1,4,0,6
12,7,1,13,20,6,1,22,32,31
79,49,19,98,91,72,30,121,55,41
170,289,148,318,155,275,153,309,17,24
191,523,334,525,223,409,262,485,8,14
324,297,220,544,291,280,198,489,25,30
356,127,114,470,326,267,237,563,44,32
256,583,539,795,280,440,406,686,10,22
281,564,515,797,249,621,561,810,10,7
256,572,486,742,291,465,398,690,9,15
296,228,180,476,252,286,236,488,33,32
229,21,11,240,231,48,33,264,53,50
136,17,8,144,128,12,5,133,58,61
42,5,1,43,51,6,2,53,60,48
9,7,1,11,13,4,1,13,15,23
0,0,0,0,1,2,0,1,1,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,13,14
0,0,0,0,0,0,0,0,30,26
0,0,0,0,0,0,0,0,29,30
0,0,0,0,0,0,0,0,30,32
1,0,0,1,3,2,0,3,31,31
15,4,1,16,19,3,1,20,41,44
50,4,1,51,57,5,1,58,68,60
139,50,28,167,150,45,26,176,57,56
263,184,124,386,231,212,153,385,30,33
283,307,234,518,290,224,172,462,25,32
342,74,63,406,331,153,124,455,50,43
415,53,49,464,400,67,60,461,47,47
445,110,100,544,424,110,98,521,37,39
404,140,121,525,401,132,109,510,34,35
356,104,77,433,347,118,88,435,36,35
253,175,92,345,247,235,119,366,30,24
135,378,151,286,145,253,103,248,7,22
61,120,35,96,61,166,58,119,28,18
9,9,1,11,16,12,2,19,9,16
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,2,0,1,4,9,2,5,0,1
20,21,4,24,23,15,3,26,18,24
65,20,6,71,75,85,37,112,59,40
156,184,91,247,131,114,56,187,39,52
140,67,35,175,158,113,59,217,67,58
212,41,33,245,186,25,20,206,68,73
181,28,23,204,160,25,20,180,75,78
144,28,26,170,169,144,132,300,81,67
266,481,433,699,209,430,381,590,22,33
229,537,466,694,248,515,442,690,17,16
251,394,276,528,213,522,371,584,23,15
127,691,398,524,156,601,334,490,1,5
96,587,239,334,93,564,240,333,0,1
58,322,78,136,55,316,95,150,2,1
10,52,9,19,19,99,18,37,0,1
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,2,0,1,4,13,2,6,0,0
23,107,19,42,30,146,33,63,0,0
75,397,117,192,70,374,130,200,0,0
106,612,289,395,104,595,288,393,0,0
124,724,463,587,124,714,457,581,0,0
141,777,604,745,140,773,596,737,0,0
154,804,700,854,153,801,691,845,0,0
160,815,746,906,159,813,737,896,0,0
159,814,737,897,158,813,728,887,0,0
151,800,675,826,150,797,666,817,0,0
137,771,563,700,136,767,557,693,0,0
124,688,402,525,127,659,391,518,1,2
114,449,187,301,103,486,209,313,11,7
59,251,57,116,61,245,71,132,9,7
11,35,6,17,18,95,18,36,1,1
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,2,0,1,4,10,2,6,0,0
19,60,11,30,27,118,28,55,14,9
82,297,85,168,74,309,110,184,18,11
136,450,206,343,149,357,148,298,11,18
225,276,174,399,230,321,187,417,32,26
298,344,269,567,264,367,301,565,24,26
232,624,546,778,284,490,429,713,10,16
340,371,337,677,324,413,370,694,25,23
424,166,149,573,381,290,256,637,36,28
306,478,396,701,305,386,316,621,15,24
194,515,374,568,212,459,340,553,19,22
186,299,187,373,170,290,178,347,33,36
125,238,82,206,129,223,82,210,34,32
61,210,51,112,60,172,49,109,16,18
9,19,3,12,19,49,9,28,6,8
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,8,7
0,0,0,0,0,0,0,0,8,7
0,1,0,1,3,4,1,4,0,4
13,7,1,15,21,6,1,22,25,26
72,13,4,76,85,26,10,95,56,42
185,70,35,221,164,135,80,245,37,35
201,397,267,467,194,384,268,462,13,14
174,654,506,679,220,538,408,628,0,6
277,501,432,709,237,583,499,735,11,7
211,686,625,836,274,541,490,764,3,10
288,523,472,761,253,590,527,780,11,7
293,449,380,673,313,352,302,615,14,22
324,151,114,437,271,318,230,501,34,23
198,409,216,414,207,344,170,376,13,18
111,447,179,290,112,389,168,280,2,8
63,145,37,101,61,181,58,119,13,8
9,15,2,12,18,28,5,24,3,7
0,0,0,0,0,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
1,1,0,1,4,9,2,5,0,0
23,91,16,39,28,152,35,62,2,1
66,445,129,195,60,420,144,204,1,1
116,612,271,388,113,603,276,388,4,3
172,610,390,562,154,660,414,568,8,6
172,734,565,738,185,700,532,718,6,7
234,672,576,811,201,734,626,828,10,7
183,807,733,916,189,786,709,898,4,5
150,868,780,930,142,880,782,925,2,1
144,851,708,852,136,863,712,848,2,1
114,857,616,731,113,854,610,723,0,0
97,804,454,551,107,741,430,537,0,3
110,488,203,314,99,493,220,319,10,10
68,184,42,110,67,200,60,127,14,11
9,35,6,15,19,59,10,29,2,5
0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,1,3,8,1,5,0,0
25,64,11,36,30,119,28,58,4,3
72,385,116,188,65,376,133,198,5,3
91,680,309,401,93,643,304,397,0,1
111,776,486,597,110,768,480,591,0,0
133,811,619,752,131,811,616,747,1,0
145,837,721,866,142,839,716,858,1,0
146,859,779,924,145,855,768,913,0,0
147,852,764,910,145,851,755,900,0,0
139,839,697,836,138,835,689,827,0,0
125,809,582,707,124,804,574,699,0,0
107,748,422,529,107,734,417,525,0,0
88,604,234,322,87,559,234,321,1,3
55,266,63,118,51,284,85,136,6,4
9,27,4,14,18,62,11,29,1,3
